"Industrial Producing Groupings of Waste","Kod","Benämning"
,"A","Företag inom jordbruk, skogsbruk och fiske"
21,"82.1","Kontorstjänstföretag"
21,"82.11","Kontorsservicebyråer"
21,"82.110","Kontorsservicebyråer"
21,"82.19","Byråer för kopiering, dokumentsammanställning och andra specialiserade kontorstjänster"
21,"82.190","Byråer för kopiering, dokumentsammanställning och andra specialiserade kontorstjänster"
21,"82.2","Telefonserviceföretag (callcenterföretag)"
21,"82.20","Telefonserviceföretag (callcenterföretag)"
21,"82.200","Telefonserviceföretag (callcenterföretag)"
21,"82.3","Arrangörer av kongresser och mässor"
21,"82.30","Arrangörer av kongresser och mässor"
21,"82.300","Arrangörer av kongresser och mässor"
21,"82.9","Andra företagstjänstföretag"
21,"82.91","Inkasso- och kreditupplysningsföretag"
21,"82.910","Inkasso- och kreditupplysningsföretag"
21,"82.92","Förpackningsfirmor"
21,"82.920","Förpackningsfirmor"
21,"82.99","Övriga företagstjänstföretag"
21,"82.990","Övriga företagstjänstföretag"
21,"O","Civila myndigheter och försvaret"
21,"84","Civila myndigheter och försvaret"
21,"84.1","Förvaltningsmyndigheter"
21,"84.11","Övergripande förvaltningsmyndigheter"
21,"84.111","Stats- och kommunledande, lagstiftande och planerande organ"
21,"84.112","Inspekterande, kontrollerande och tillståndsgivande myndigheter"
21,"84.113","Skatteförvaltningen och kronofogdemyndigheter"
21,"84.114","Informationsverk"
21,"84.115","Stödmyndigheter till offentlig förvaltning"
21,"84.12","Myndigheter som administrerar vård, utbildning, kulturell verksamhet och annan samhällsservice"
21,"84.121","Myndigheter som administrerar grundskole- och gymnasieskoleutbildning"
21,"84.122","Myndigheter som administrerar universitets- och högskoleutbildning samt forskning"
21,"84.123","Myndigheter som administrerar hälso- och sjukvård"
21,"84.124","Myndigheter som administrerar social verksamhet"
21,"84.125","Myndigheter som administrerar program för kultur, miljö, boende "
21,"84.13","Myndigheter som administrerar näringslivsprogram"
21,"84.131","Myndigheter som administrerar infrastrukturprogram"
21,"84.132","Myndigheter som administrerar program för jordbruk, skogsbruk, jakt och fiske"
21,"84.133","Myndigheter som administrerar arbetsmarknadsprogram"
21,"84.139","Myndigheter som administrerar andra näringslivsprogram"
21,"84.2 ","Utrikesförvaltningen, försvaret, domstolar och kriminalvårdsanstalter, polisen och brandförsvaret"
21,"84.21","Myndigheter som handlägger utrikes ärenden och biståndsverksamhet"
21,"84.210","Myndigheter som handlägger utrikes ärenden och biståndsverksamhet"
21,"84.22","Totalförsvaret"
21,"84.221","Militära försvaret"
21,"84.222","Centrala militära myndigheter"
21,"84.223","Civila försvaret och frivilligförsvaret"
21,"84.23","Rättskipande myndigheter"
21,"84.231","Åklagarväsende"
21,"84.232","Domstolar"
21,"84.233","Kriminalvårdsanstalter"
21,"84.24","Polisen"
21,"84.240","Polisen"
21,"84.25","Myndigheter inom brand- och räddningsverksamhet"
21,"84.250","Myndigheter inom brand- och räddningsverksamhet"
21,"84.3","Försäkringskassa"
21,"84.30","Försäkringskassa"
21,"84.300","Försäkringskassa"
21,"P","Utbildningsväsendet"
21,"85","Utbildningsväsendet"
21,"85.1","Förskolor"
21,"85.10","Förskolor"
21,"85.100","Förskolor"
21,"85.2","Grundskolor"
21,"85.20","Grundskolor"
21,"85.201","Grundskolor och förskoleklasser"
21,"85.202","Grundsärskolor"
21,"85.3","Gymnasieskolor"
21,"85.31","Gymnasieskolans studieförberedande linjer m.m."
21,"85.311","Gymnasieskolans studieförberedande linjer"
21,"85.312","Kommunala vuxenskolor o.d."
21,"85.32","Gymnasieskolans yrkesinriktade linjer m.m."
21,"85.321","Gymnasieskolans yrkesinriktade linjer"
21,"85.322","Gymnasiesärskolor"
21,"85.323","Andra gymnasieskolor"
21,"85.324","Skolor för yrkesförarutbildning"
21,"85.4","Skolor för eftergymnasial utbildning"
21,"85.41","Skolor för eftergymnasial utbildning vid annat än universitet och högskola"
21,"85.410","Skolor för eftergymnasial utbildning vid annat än universitet och högskola"
21,"85.42","Institutioner vid universitet och högskolor"
21,"85.420","Institutioner vid universitet och högskolor"
21,"85.5","Vuxenutbildnings- och övriga skolor"
21,"85.51","Sport- och fritidsskolor"
21,"85.510","Sport- och fritidsskolor"
21,"85.52","Musik-, dans- och övriga kulturskolor"
21,"85.521","Kommunala kulturskolor"
21,"85.522","Övriga musik-, dans- och kulturskolor"
21,"85.53","Trafikskolor"
21,"85.530","Trafikskolor"
21,"85.59","Övriga utbildningsinstitut"
21,"85.591","Utbildningsföretag m.m. för yrkesinriktad utbildning av arbetsmarknadsskäl"
21,"85.592","Folkhögskolor"
21,"85.593","Studieförbunden och frivilligorganisationernas utbildningsenheter"
21,"85.594","Personalutbildningsinstitut"
21,"85.599","Diverse övriga utbildningsinstitut"
21,"85.6","Stödföretag inom utbildningsväsendet"
21,"85.60","Stödföretag inom utbildningsväsendet"
21,"85.600","Stödföretag inom utbildningsväsendet"
21,"Q","Enheter för vård och omsorg, socialtjänst"
21,"86","Enheter för hälso- och sjukvård"
21,"86.1","Slutenvårdskliniker"
21,"86.10","Slutenvårdskliniker"
21,"86.101","Slutenvårdskliniker för primärvård"
21,"86.102","Slutenvårdskliniker för somatisk sjukvård"
21,"86.103","Slutenvårdskliniker för psykiatrisk sjukvård"
21,"86.2","Hälso- och sjukvårdsmottagningar, tandläkarmottagningar"
21,"86.21","Allmänpraktiserande läkarmottagningar"
21,"86.211","Primärvårdsmottagningar med läkare m.m."
21,"86.212","Andra allmänpraktiserande läkarmottagningar"
21,"86.22","Specialistläkarmottagningar inom öppenvård"
21,"86.221","Specialistläkarmottagningar inom öppenvård, på sjukhus"
21,"86.222","Specialistläkarmottagningar inom öppenvård, ej på sjukhus"
21,"86.23","Tandläkarmottagningar"
21,"86.230","Tandläkarmottagningar"
21,"86.9","Andra enheter för hälso- och sjukvård"
21,"86.90","Andra enheter för hälso- och sjukvård"
21,"86.901","Medicinska laboratorier o.d."
21,"86.902","Företag för ambulanstransporter och ambulanssjukvård"
21,"86.903","Distriktssköterskemottagningar, barnavårdscentraler o.d."
21,"86.904","Tandhygienistmottagningar "
21,"86.905","Enheter för fysioterapeutisk verksamhet  o.d."
21,"86.909","Andra öppna enheter för hälso- och sjukvård, utan läkare"
21,"87","Vårdhem och bostäder med omsorg"
21,"87.1","Vårdhem"
21,"87.10","Vårdhem"
21,"87.100","Vårdhem"
21,"87.2","Hem med särskild service för personer med utvecklingsstörning, psykiska funktionshinder eller missbruksproblem"
21,"87.20","Hem med särskild service för personer med utvecklingsstörning, psykiska funktionshinder eller missbruksproblem"
21,"87.201","Hem med särskild service för personer med utvecklingsstörning eller psykiska funktionshinder "
21,"87.202","Hem med särskild service för barn och ungdomar med missbruksproblem"
21,"87.203","Hem med särskild service för vuxna med missbruksproblem"
21,"87.3","Servicehus, gruppbostäder o.d. för äldre och funktionshindrade personer"
21,"87.30","Servicehus, gruppbostäder o.d. för äldre och funktionshindrade personer"
21,"87.301","Servicehus, servicelägenheter för äldre samt ålderdomshem"
21,"87.302","Gruppbostäder o.d. för funktionshindrade personer"
21,"87.9","Andra enheter för vård och omsorg med boende"
21,"87.90","Andra enheter för vård och omsorg med boende"
21,"87.901","Hem för barn och ungdomar med sociala problem"
21,"87.902","Kvinnohus, övernattningshem för hemlösa o.d."
21,"88","Sociala öppenvårdsenheter, socialkontor"
21,"88.1","Hemtjänst, dagcentraler o.d. för äldre och funktionshindrade personer"
21,"88.10","Hemtjänst, dagcentraler o.d. för äldre och funktionshindrade personer"
21,"88.101","Hemtjänst, dagcentraler o.d. för äldre "
21,"88.102","Hemtjänst, dagcentraler, personlig assistans o.d. för funktionshindrade personer"
21,"88.9","Byråer för öppna sociala insatser, socialkontor o.d."
21,"88.91","Familjedaghem, fritidshem o.d."
21,"88.910","Familjedaghem, fritidshem o.d."
21,"88.99","Övriga byråer för öppna sociala insatser, socialkontor o.d."
21,"88.991","Byråer för öppna sociala insatser för barn och ungdomar"
21,"88.992","Dagcentraler o.d. för vuxna missbrukare"
21,"88.993","Socialkontor o.d."
21,"88.994","Humanitära hjälporganisationer"
21,"88.995","Flyktingförläggningar"
21,"R","Enheter för kultur, nöje och fritid"
21,"90","Enheter för konstnärlig och kulturell verksamhet samt underhållningsverksamhet"
21,"90.0","Enheter för konstnärlig och kulturell verksamhet samt underhållningsverksamhet"
21,"90.01","Producenter av konstnärliga, litterära och artistiska verk"
21,"90.010","Producenter av konstnärliga, litterära och artistiska verk"
21,"90.02","Stödföretag till artistisk verksamhet"
21,"90.020","Stödföretag till artistisk verksamhet"
21,"90.03","Enskilda artister, författare, journalister m.fl."
21,"90.030","Enskilda artister, författare, journalister m.fl."
21,"90.04","Teater- och konserthusföretag o.d."
21,"90.040","Teater- och konserthusföretag o.d."
21,"91","Bibliotek, arkiv och museer m.m."
21,"91.0","Bibliotek, arkiv och museer m.m."
21,"91.01","Bibliotek och arkiv"
21,"91.011","Bibliotek "
21,"91.012","Arkiv"
21,"91.02","Museer "
21,"91.020","Museer "
21,"91.03","Kulturminnesinstitutioner"
21,"91.030","Kulturminnesinstitutioner"
21,"91.04","Botaniska trädgårdar, djurparker och naturreservat"
21,"91.040","Botaniska trädgårdar, djurparker och naturreservat"
21,"92","Spel- och vadhållningsföretag"
21,"92.0","Spel- och vadhållningsföretag"
21,"92.00","Spel- och vadhållningsföretag"
21,"92.000","Spel- och vadhållningsföretag"
21,"93","Sport-, fritids- och nöjesanläggningar"
21,"93.1","Sportanläggningar och idrottsföreningar"
21,"93.11","Sportanläggningar"
21,"93.111","Skidsportanläggningar"
21,"93.112","Golfbanor, golfklubbar"
21,"93.113","Motorbanor"
21,"93.114","Trav- och galoppbanor"
21,"93.119","Sporthallar, idrottsplatser och andra sportanläggningar"
21,"93.12","Sportklubbar och idrottsföreningar"
21,"93.120","Sportklubbar och idrottsföreningar"
21,"93.13","Gymanläggningar"
21,"93.130","Gymanläggningar"
21,"93.19","Professionella idrottsutövare,  sportarrangörer, sportadministratörer o.d."
21,"93.191","Tävlingsstall"
21,"93.199","Professionella idrottsutövare,  sportarrangörer, sportadministratörer"
21,"93.2","Fritids- och nöjesanläggningar"
21,"93.21","Nöjes- och temaparker"
21,"93.210","Nöjes- och temaparker"
21,"93.29","Övriga fritids- och nöjesanläggningar"
21,"93.290","Övriga fritids- och nöjesanläggningar"
21,"S","Andra serviceföretag"
21,"94","Intresseorganisationer och religiösa samfund"
21,"94.1","Bransch-, arbetsgivar- och yrkesorganisationer"
21,"94.11","Bransch- och arbetsgivarorganisationer"
21,"94.111","Branschorganisationer"
21,"94.112","Arbetsgivarorganisationer"
21,"94.12","Yrkesorganisationer"
21,"94.120","Yrkesorganisationer"
21,"94.2","Arbetstagarorganisationer"
21,"94.20","Arbetstagarorganisationer"
21,"94.200","Arbetstagarorganisationer"
21,"94.9","Religiösa samfund och andra intresseorganisationer"
21,"94.91","Religiösa samfund"
21,"94.910","Religiösa samfund"
21,"94.92","Politiska partier och organisationer"
21,"94.920","Politiska partier och organisationer"
21,"94.99","Andra intresseorganisationer"
21,"94.990","Andra intresseorganisationer"
21,"95","Reparationsverkstäder för datorer, hushållsartiklar och personliga artiklar"
21,"95.1","Reparationsverkstäder för datorer och kommunikationsutrustning"
21,"95.11","Reparationsverkstäder för datorer och kringutrustning"
21,"95.110","Reparationsverkstäder för datorer och kringutrustning"
21,"95.12","Reparationsverkstäder för kommunikationsutrustning"
21,"95.120","Reparationsverkstäder för kommunikationsutrustning"
21,"95.2","Reparationsverkstäder för hushållsartiklar och personliga artiklar"
21,"95.21","Reparationsverkstäder för hemelektronik"
21,"95.210","Reparationsverkstäder för hemelektronik"
21,"95.22","Reparationsverkstäder för hushållsapparater samt utrustning för hem och trädgård"
21,"95.220","Reparationsverkstäder för hushållsapparater samt utrustning för hem och trädgård"
21,"95.23","Skomakerier, klackbarer m.m."
21,"95.230","Skomakerier, klackbarer m.m."
21,"95.24","Möbeltapetserare m.m."
21,"95.240","Möbeltapetserare m.m."
21,"95.25","Reparationsverkstäder för ur och guldsmedsvaror"
21,"95.250","Reparationsverkstäder för ur och guldsmedsvaror"
21,"95.29","Reparationsverkstäder för andra hushållsartiklar och personliga artiklar"
21,"95.290","Reparationsverkstäder för andra hushållsartiklar och personliga artiklar"
21,"96","Andra konsumenttjänstföretag"
21,"96.0","Andra konsumenttjänstföretag"
21,"96.01","Tvätterier"
21,"96.011","Industri- och institutionstvätterier"
21,"96.012","Konsumenttvätterier"
21,"96.02","Frisör- och skönhetssalonger"
21,"96.021","Frisörsalonger"
21,"96.022","Skönhetssalonger"
21,"96.03","Begravningsbyråer m.m."
21,"96.030","Begravningsbyråer m.m."
21,"96.04","Inrättningar för kroppsvård"
21,"96.040","Inrättningar för kroppsvård"
21,"96.09","Övriga konsumenttjänstföretag"
21,"96.090","Övriga konsumenttjänstföretag"
21,"T","Förvärvsarbete i hushåll; Hushållsproducenter av diverse varor och tjänster för eget bruk"
21,"97","Förvärvsarbete i hushåll"
21,"97.0","Förvärvsarbete i hushåll"
21,"97.00","Förvärvsarbete i hushåll"
21,"97.000","Förvärvsarbete i hushåll"
21,"98","Hushållsproducenter av diverse varor för eget bruk"
21,"98.1","Hushållsproducenter av diverse varor för eget bruk"
21,"98.10","Hushållsproducenter av diverse varor för eget bruk"
21,"98.100","Hushållsproducenter av diverse varor för eget bruk"
21,"98.2","Hushållsproducenter av diverse tjänster för eget bruk"
21,"98.20","Hushållsproducenter av diverse tjänster för eget bruk"
21,"98.200","Hushållsproducenter av diverse tjänster för eget bruk"
21,"U","Internationella organisationer, utländska ambassader o.d."
21,"99","Internationella organisationer, utländska ambassader o.d."
21,"99.0","Internationella organisationer, utländska ambassader o.d."
21,"99.00","Internationella organisationer, utländska ambassader o.d."
21,"99.000","Internationella organisationer, utländska ambassader o.d."
